MiB,delay,tcp_size,parallel_buffer,N,run,seconds
10240,30,big,100,2,9,13.1200990677
10240,30,big,100,2,10,12.320291996
10240,30,big,100,3,1,11.3310849667
10240,30,big,100,3,2,10.7798161507
10240,30,big,100,3,3,13.4423439503
10240,30,big,100,3,4,13.405258894
10240,30,big,100,3,5,10.093444109
10240,30,big,100,3,6,10.7164180279
10240,30,big,100,3,7,11.7951369286
10240,30,big,100,3,8,11.392125845
10240,30,big,100,3,9,11.4386940002
10240,30,big,100,3,10,11.6835608482
10240,30,big,100,4,1,13.487869978
10240,30,big,100,4,2,10.2441411018
10240,30,big,100,4,3,13.0592501163
10240,30,big,100,4,4,13.4764862061
10240,30,big,100,4,5,14.4506030083
10240,30,big,100,4,6,11.1575751305
10240,30,big,100,4,7,11.4107618332
10240,30,big,100,4,8,11.4503889084
10240,30,big,100,4,9,18.1175000668
10240,30,big,100,4,10,12.766354084
10240,30,big,100,8,1,31.2592070103
10240,30,big,100,8,2,27.6400098801
10240,30,big,100,8,3,36.105383873
10240,30,big,100,8,4,29.3313798904
10240,30,big,100,8,5,35.2498371601
10240,30,big,100,8,6,30.4798560143
10240,30,big,100,8,7,30.1617569923
10240,30,big,100,8,8,30.5981719494
10240,30,big,100,8,9,31.5100791454
10240,30,big,100,8,10,33.9717669487
10240,30,big,100,16,1,32.4681680202
10240,30,big,100,16,2,32.7773799896
10240,30,big,100,16,3,28.6114351749
10240,30,big,100,16,4,34.9222080708
10240,30,big,100,16,5,32.0598928928
10240,30,big,100,16,6,33.2284548283
10240,30,big,100,16,7,30.8663630486
10240,30,big,100,16,8,33.8031880856
10240,30,big,100,16,9,33.2563970089
10240,30,big,100,16,10,30.3833479881
10240,40,big,100,1,1,26.5596590042
10240,40,big,100,1,2,26.5763859749
10240,40,big,100,1,3,26.5592098236
10240,40,big,100,1,4,26.6574251652
10240,40,big,100,1,5,26.62479496
10240,40,big,100,1,6,26.7115559578
10240,40,big,100,1,7,26.6398379803
10240,40,big,100,1,8,26.6439099312
10240,40,big,100,1,9,26.5937969685
10240,40,big,100,1,10,26.5928859711
10240,40,big,100,2,1,16.1880400181
10240,40,big,100,2,2,10.3495311737
10240,40,big,100,2,3,11.0051329136
10240,40,big,100,2,4,16.0635788441
10240,40,big,100,2,5,13.3837571144
10240,40,big,100,2,6,11.0869181156
10240,40,big,100,2,7,11.0847010612
10240,40,big,100,2,8,11.0308711529
10240,40,big,100,2,9,10.298915863
10240,40,big,100,2,10,15.9169840813
10240,40,big,100,3,1,10.6118578911
10240,40,big,100,3,2,10.6750130653
10240,40,big,100,3,3,11.0277779102
10240,40,big,100,3,4,11.8178091049
10240,40,big,100,3,5,11.5319478512
10240,40,big,100,3,6,15.0722699165
10240,40,big,100,3,7,11.6322729588
10240,40,big,100,3,8,11.8909070492
10240,40,big,100,3,9,11.5160400867
10240,40,big,100,3,10,13.7700681686
10240,40,big,100,4,1,12.0222959518
10240,40,big,100,4,2,12.6274409294
10240,40,big,100,4,3,15.0964839458
10240,40,big,100,4,4,14.1527400017
10240,40,big,100,4,5,13.0392889977
10240,40,big,100,4,6,15.1554319859
10240,40,big,100,4,7,13.1253221035
10240,40,big,100,4,8,11.4930269718
10240,40,big,100,4,9,17.2317960262
10240,40,big,100,4,10,12.9865000248
10240,40,big,100,8,1,30.015583992
10240,40,big,100,8,2,34.729498148
10240,40,big,100,8,3,39.7856760025
10240,40,big,100,8,4,32.0486779213
10240,40,big,100,8,5,35.7566170692
10240,40,big,100,8,6,32.3986878395
10240,40,big,100,8,7,27.3797671795
10240,40,big,100,8,8,32.9151029587
10240,40,big,100,8,9,33.9803190231
10240,40,big,100,8,10,30.4001460075
10240,40,big,100,16,1,35.0848879814
10240,40,big,100,16,2,35.6775169373
10240,40,big,100,16,3,33.3468461037
10240,40,big,100,16,4,37.7277989388
10240,40,big,100,16,5,40.5773868561
10240,40,big,100,16,6,35.5954959393
10240,40,big,100,16,7,34.677957058
10240,40,big,100,16,8,33.9453430176
10240,40,big,100,16,9,34.8832938671
10240,40,big,100,16,10,33.9031949043
10240,50,big,100,1,1,29.1367499828
10240,50,big,100,1,2,29.2611470222
10240,50,big,100,1,3,29.1409809589
10240,50,big,100,1,4,29.6342778206
10240,50,big,100,1,5,29.1419770718
10240,50,big,100,1,6,28.9938368797
10240,50,big,100,1,7,28.9450609684
10240,50,big,100,1,8,29.1333639622
10240,50,big,100,1,9,28.9922640324
10240,50,big,100,1,10,28.9148190022
10240,50,big,100,2,1,12.8977890015
10240,50,big,100,2,2,18.7150809765
10240,50,big,100,2,3,11.3760931492
10240,50,big,100,2,4,16.2920269966
10240,50,big,100,2,5,12.9603738785
10240,50,big,100,2,6,18.5274951458
10240,50,big,100,2,7,18.2787599564
10240,50,big,100,2,8,12.3819229603
10240,50,big,100,2,9,16.6011180878
10240,50,big,100,2,10,18.9079480171
10240,50,big,100,3,1,12.1023671627
10240,50,big,100,3,2,12.0376679897
10240,50,big,100,3,3,11.7289869785
10240,50,big,100,3,4,14.3475980759
10240,50,big,100,3,5,13.6178560257
10240,50,big,100,3,6,15.1350939274
10240,50,big,100,3,7,10.8633859158
10240,50,big,100,3,8,13.4625298977
10240,50,big,100,3,9,19.2523701191
10240,50,big,100,3,10,11.9659290314
10240,50,big,100,4,1,18.5430548191
10240,50,big,100,4,2,24.3381309509
10240,50,big,100,4,3,17.224681139
10240,50,big,100,4,4,15.2315568924
10240,50,big,100,4,5,15.8526959419
10240,50,big,100,4,6,17.1692340374
10240,50,big,100,4,7,14.8446910381
10240,50,big,100,4,8,26.7840440273
10240,50,big,100,4,9,17.3970170021
10240,50,big,100,4,10,12.2927880287
10240,50,big,100,8,1,38.290583849
10240,50,big,100,8,2,38.2550299168
10240,50,big,100,8,3,39.5451850891
10240,50,big,100,8,4,41.711908102
10240,50,big,100,8,5,36.8209109306
10240,50,big,100,8,6,31.7522521019
10240,50,big,100,8,7,36.2145280838
10240,50,big,100,8,8,34.9382572174
10240,50,big,100,8,9,41.9033169746
10240,50,big,100,8,10,37.5808107853
10240,50,big,100,16,1,36.5528028011
10240,50,big,100,16,2,33.4670879841
10240,50,big,100,16,3,36.8025248051
10240,50,big,100,16,4,37.4889259338
10240,50,big,100,16,5,39.7307939529
10240,50,big,100,16,6,34.3517091274
10240,50,big,100,16,7,36.3837590218
10240,50,big,100,16,8,34.2965378761
10240,50,big,100,16,9,38.3851821423
10240,50,big,100,16,10,34.4530780315
10240,60,big,100,1,1,32.6522510052
10240,60,big,100,1,2,32.6548810005
10240,60,big,100,1,3,32.686013937
10240,60,big,100,1,4,32.595402956
10240,60,big,100,1,5,32.6497690678
10240,60,big,100,1,6,32.4956140518
10240,60,big,100,1,7,32.6641690731
10240,60,big,100,1,8,32.4869658947
10240,60,big,100,1,9,32.3924968243
10240,60,big,100,1,10,32.4049260616
10240,60,big,100,2,1,14.4341888428
10240,60,big,100,2,2,16.36916399
10240,60,big,100,2,3,15.9963858128
10240,60,big,100,2,4,13.8341550827
10240,60,big,100,2,5,18.7337181568
10240,60,big,100,2,6,16.8178498745
10240,60,big,100,2,7,13.9274768829
10240,60,big,100,2,8,14.9292089939
10240,60,big,100,2,9,17.5012171268
10240,60,big,100,2,10,18.8791201115
10240,60,big,100,3,1,13.5729188919
10240,60,big,100,3,2,13.929527998
10240,60,big,100,3,3,14.0113358498
10240,60,big,100,3,4,17.4077589512
10240,60,big,100,3,5,14.0092740059
10240,60,big,100,3,6,14.2002139091
10240,60,big,100,3,7,12.8958969116
10240,60,big,100,3,8,14.2878940105
10240,60,big,100,3,9,13.2313859463
10240,60,big,100,3,10,13.0550298691
10240,60,big,100,4,1,27.6603960991
10240,60,big,100,4,2,20.155518055
10240,60,big,100,4,3,21.6055369377
10240,60,big,100,4,4,35.7594468594
10240,60,big,100,4,5,20.818873167
10240,60,big,100,4,6,16.7135469913
10240,60,big,100,4,7,30.6979019642
10240,60,big,100,4,8,21.446958065
10240,60,big,100,4,9,25.331084013
10240,60,big,100,4,10,21.2060110569
10240,60,big,100,8,1,38.0507860184
10240,60,big,100,8,2,42.2012350559
10240,60,big,100,8,3,39.2116160393
10240,60,big,100,8,4,37.0522351265
10240,60,big,100,8,5,41.5620458126
10240,60,big,100,8,6,40.5057630539
10240,60,big,100,8,7,36.8549759388
10240,60,big,100,8,8,42.1535899639
10240,60,big,100,8,9,45.7111730576
