MiB,delay,tcp_size,parallel_buffer,N,run,seconds
5120,0,big,50,2,1,5.46021914482
5120,0,big,50,2,2,5.44839811325
5120,0,big,50,2,3,5.36260294914
5120,0,big,50,3,1,5.0386941433
5120,0,big,50,3,2,5.03766298294
5120,0,big,50,3,3,4.92218899727
5120,0,big,50,4,1,4.77359890938
5120,0,big,50,4,2,4.86702513695
5120,0,big,50,4,3,4.78513002396
5120,0,big,50,8,1,4.75796818733
5120,0,big,50,8,2,4.74935889244
5120,0,big,50,8,3,4.74616503716
5120,0,big,50,16,1,4.75405406952
5120,0,big,50,16,2,4.75109505653
5120,0,big,50,16,3,4.75228214264
5120,0,big,100,1,1,10.9686608315
5120,0,big,100,1,2,10.9212818146
5120,0,big,100,1,3,10.9034979343
5120,0,big,100,2,1,5.3773059845
5120,0,big,100,2,2,5.45630598068
5120,0,big,100,2,3,5.21869206429
5120,0,big,100,3,1,4.93346786499
5120,0,big,100,3,2,4.89103603363
5120,0,big,100,3,3,5.19226002693
5120,0,big,100,4,1,4.78514695168
5120,0,big,100,4,2,4.86030507088
5120,0,big,100,4,3,4.83830499649
5120,0,big,100,8,1,4.74912595749
5120,0,big,100,8,2,4.74064493179
5120,0,big,100,8,3,4.74394512177
5120,0,big,100,16,1,4.75030183792
5120,0,big,100,16,2,4.7519299984
5120,0,big,100,16,3,4.75043201447
5120,50,default,4,1,1,1303.96500587
5120,50,default,4,1,2,1424.68235302
5120,50,default,4,1,3,1424.65049601
5120,50,default,4,2,1,644.612166882
5120,50,default,4,2,2,644.164305925
5120,50,default,4,2,3,644.460711956
5120,50,default,4,3,1,430.374775887
5120,50,default,4,3,2,430.133402109
5120,50,default,4,3,3,429.793329954
5120,50,default,4,4,1,323.13885498
5120,50,default,4,4,2,323.111697912
5120,50,default,4,4,3,322.946526051
5120,50,default,4,8,1,162.622913122
5120,50,default,4,8,2,162.530060053
5120,50,default,4,8,3,162.569536924
5120,50,default,4,16,1,82.424077034
5120,50,default,4,16,2,82.6405730247
5120,50,default,4,16,3,82.4242329597
5120,50,default,50,1,1,1391.16771889
5120,50,default,50,1,1,1389.66915703
5120,50,default,50,1,2,1390.99791312
5120,50,default,50,1,3,1384.41339993
5120,50,default,50,2,1,645.414356947
5120,50,default,50,2,2,644.751827002
5120,50,default,50,2,3,644.889245033
5120,50,default,50,3,1,430.651483059
5120,50,default,50,3,2,430.569763899
5120,50,default,50,3,3,430.785727978
5120,50,default,50,4,1,323.346685886
5120,50,default,50,4,2,323.650055885
5120,50,default,50,4,3,323.477508068
5120,50,default,50,8,1,162.572902918
5120,50,default,50,8,2,162.689510107
5120,50,default,50,8,3,162.847425938
5120,50,default,50,16,1,82.4719531536
5120,50,default,50,16,2,82.5399589539
5120,50,default,50,16,3,82.41887784
5120,50,default,100,1,1,1291.92019391
5120,50,default,100,1,2,1291.02061486
5120,50,default,100,1,3,1385.10731697
5120,50,default,100,2,1,645.426501989
5120,50,default,100,2,2,645.242872
5120,50,default,100,2,3,645.609435081
5120,50,default,100,3,1,430.648989916
5120,50,default,100,3,2,431.000541925
5120,50,default,100,3,3,430.884387016
5120,50,default,100,4,1,323.336323023
5120,50,default,100,4,2,323.412139893
5120,50,default,100,4,3,323.43147707
5120,50,default,100,8,1,162.785090208
5120,50,default,100,8,2,162.978428125
5120,50,default,100,8,3,162.598682165
5120,50,default,100,16,1,82.459154129
5120,50,default,100,16,2,82.7221701145
5120,50,default,100,16,3,82.6663899422
5120,50,big,4,1,1,1362.51984811
5120,50,big,4,1,2,1359.20137811
5120,50,big,4,1,3,1359.32918596
5120,50,big,4,2,1,136.24261117
5120,50,big,4,2,2,136.268706083
5120,50,big,4,2,3,136.265032053
5120,50,big,4,3,1,91.4313020706
5120,50,big,4,3,2,91.6664059162
5120,50,big,4,3,3,91.3666670322
5120,50,big,4,4,1,68.8129951954
5120,50,big,4,4,2,68.9142918587
5120,50,big,4,4,3,68.8013141155
5120,50,big,4,8,1,35.4140589237
5120,50,big,4,8,2,35.0999109745
5120,50,big,4,8,3,35.3674662113
5120,50,big,4,16,1,18.5159499645
5120,50,big,4,16,2,18.4660480022
5120,50,big,4,16,3,18.5055961609
5120,50,big,50,1,1,1313.16751814
5120,50,big,50,1,2,1313.56431794
5120,50,big,50,1,3,1312.90993309
5120,50,big,50,2,1,136.812067032
5120,50,big,50,2,2,136.745304108
5120,50,big,50,2,3,137.027216911
5120,50,big,50,3,1,92.0451710224
5120,50,big,50,3,2,92.0380110741
5120,50,big,50,3,3,91.8803730011
5120,50,big,50,4,1,69.1844649315
5120,50,big,50,4,2,69.1429929733
5120,50,big,50,4,3,69.0987141132
5120,50,big,50,8,1,35.5816619396
5120,50,big,50,8,2,35.5122981071
5120,50,big,50,8,3,35.4588809013
5120,50,big,50,16,1,18.5167648792
5120,50,big,50,16,2,18.5298628807
5120,50,big,50,16,3,18.5372960567
5120,50,big,100,1,1,1308.80038881
5120,50,big,100,1,2,1308.71392798
5120,50,big,100,1,3,1310.79934907
5120,50,big,100,2,1,136.892320156
5120,50,big,100,2,2,136.922034979
5120,50,big,100,2,3,137.022123098
5120,50,big,100,3,1,92.0248100758
5120,50,big,100,3,2,91.7802739143
5120,50,big,100,3,3,91.9722959995
5120,50,big,100,4,1,69.1173858643
5120,50,big,100,4,2,69.1279990673
5120,50,big,100,4,3,69.1484758854
5120,50,big,100,8,1,35.5423939228
5120,50,big,100,8,2,35.4662559032
5120,50,big,100,8,3,35.5006380081
5120,50,big,100,16,1,18.541795969
5120,50,big,100,16,2,18.5439629555
5120,50,big,100,16,3,18.5504419804
5120,100,default,4,1,1,2632.57506895
5120,100,default,4,1,2,2642.22985601
5120,100,default,4,1,3,2585.70607495
5120,100,default,4,2,1,1287.41200805
5120,100,default,4,2,2,1286.65012789
5120,100,default,4,2,3,1286.79051495
5120,100,default,4,3,1,857.553673983
5120,100,default,4,3,2,858.397531033
5120,100,default,4,3,3,858.37578702
5120,100,default,4,4,1,644.101040125
5120,100,default,4,4,2,643.601509809
5120,100,default,4,4,3,643.993406057
5120,100,default,4,8,1,323.607220888
5120,100,default,4,8,2,323.694265842
5120,100,default,4,8,3,323.75306797
5120,100,default,4,16,1,164.146164179
5120,100,default,4,16,2,163.98182106
5120,100,default,4,16,3,164.085352898
5120,100,default,50,1,1,2572.19516897
5120,100,default,50,1,2,2575.70074701
5120,100,default,50,1,3,2573.61392188
5120,100,default,50,2,1,1287.80320787
5120,100,default,50,2,2,1287.78842211
5120,100,default,50,2,3,1287.33147907
5120,100,default,50,3,1,859.309222937
5120,100,default,50,3,2,858.765635014
5120,100,default,50,3,3,859.464897871
5120,100,default,50,4,1,644.851292133
5120,100,default,50,4,2,644.791784048
5120,100,default,50,4,3,645.309756994
5120,100,default,50,8,1,323.907021046
5120,100,default,50,8,2,323.812071085
5120,100,default,50,8,3,323.571131229
5120,100,default,50,16,1,164.48365283
5120,100,default,50,16,2,164.325237036
5120,100,default,50,16,3,164.607545853
5120,100,default,100,1,1,2576.75928116
5120,100,default,100,1,2,2576.08869195
5120,100,default,100,1,3,2575.53652787
5120,100,default,100,2,1,1287.72378087
5120,100,default,100,2,2,1287.09399796
5120,100,default,100,2,3,1287.61300206
5120,100,default,100,3,1,859.384015083
5120,100,default,100,3,2,859.713695049
5120,100,default,100,3,3,858.946593046
5120,100,default,100,4,1,644.895895004
5120,100,default,100,4,2,645.147533894
5120,100,default,100,4,3,644.460787058
5120,100,default,100,8,1,324.028297901
5120,100,default,100,8,2,323.619178057
5120,100,default,100,8,3,324.045212984
5120,100,default,100,16,1,164.301052094
5120,100,default,100,16,2,164.11553216
5120,100,default,100,16,3,164.311868906
5120,100,big,4,1,1,2578.25060296
5120,100,big,4,1,2,2578.22322989
5120,100,big,4,1,3,2578.22943497
5120,100,big,4,2,1,267.566685915
5120,100,big,4,2,2,267.544460058
5120,100,big,4,2,3,267.568994045
5120,100,big,4,3,1,179.117660046
5120,100,big,4,3,2,179.132052898
5120,100,big,4,3,3,179.097918987
5120,100,big,4,4,1,135.051378965
5120,100,big,4,4,2,135.060020924
5120,100,big,4,4,3,135.271868944
5120,100,big,4,8,1,68.9807050228
5120,100,big,4,8,2,69.0140299797
5120,100,big,4,8,3,69.2762160301
5120,100,big,4,16,1,36.810423851
5120,100,big,4,16,2,36.7833480835
5120,100,big,4,16,3,36.5976340771
5120,100,big,50,1,1,2577.27084208
5120,100,big,50,1,2,2577.27702785
5120,100,big,50,1,3,2577.07904196
5120,100,big,50,2,1,268.457854033
5120,100,big,50,2,2,268.418030977
5120,100,big,50,2,3,268.391749859
5120,100,big,50,3,1,179.824562073
5120,100,big,50,3,2,179.791944981
5120,100,big,50,3,3,179.757023096
5120,100,big,50,4,1,135.437598944
5120,100,big,50,4,2,135.412235022
5120,100,big,50,4,3,135.415007114
5120,100,big,50,8,1,69.2361998558
5120,100,big,50,8,2,69.2356450558
5120,100,big,50,8,3,69.2726631165
5120,100,big,50,16,1,36.6321589947
5120,100,big,50,16,2,36.9220590591
5120,100,big,50,16,3,36.8739058971
5120,100,big,100,1,1,2576.48771787
5120,100,big,100,1,2,2576.27186012
5120,100,big,100,1,3,2576.41350889
5120,100,big,100,2,1,268.457367897
5120,100,big,100,2,2,268.451466084
5120,100,big,100,2,3,268.444118977
5120,100,big,100,3,1,180.069005013
5120,100,big,100,3,2,179.790478945
5120,100,big,100,3,3,179.785302162
5120,100,big,100,4,1,135.465376139
5120,100,big,100,4,2,135.386901855
5120,100,big,100,4,3,135.455954075
5120,100,big,100,8,1,69.4023602009
5120,100,big,100,8,2,69.2040839195
5120,100,big,100,8,3,69.2713470459
5120,100,big,100,16,1,36.8807041645
5120,100,big,100,16,2,36.6600549221
5120,100,big,100,16,3,36.6127011776
10240,0,default,4,1,1,19.0474960804
10240,0,default,4,2,1,9.50059390068
10240,0,default,4,3,1,9.28376197815
10240,0,default,4,4,1,9.30182504654
10240,0,default,4,8,1,9.28207492828
10240,0,default,4,16,1,9.28817796707
10240,0,default,50,1,1,18.5342769623
10240,0,default,50,2,1,10.7829079628
10240,0,default,50,3,1,9.88456296921
10240,0,default,50,4,1,9.45051598549
10240,0,default,50,8,1,9.31851482391
10240,0,default,50,16,1,9.32079315186
10240,0,default,100,1,1,20.8416371346
10240,0,default,100,2,1,10.701472044
10240,0,default,100,3,1,9.83095097542
10240,0,default,100,4,1,9.45481491089
10240,0,default,100,8,1,9.54323005676
10240,0,default,100,16,1,9.31523513794
10240,0,big,4,1,1,16.3877108097
10240,0,big,4,2,1,9.29566407204
10240,0,big,4,3,1,9.29804992676
10240,0,big,4,4,1,9.28057003021
10240,0,big,4,8,1,9.27994799614
10240,0,big,4,16,1,9.28289890289
10240,0,big,50,1,1,19.37439394
10240,0,big,50,2,1,10.8399789333
10240,0,big,50,3,1,9.86787295341
10240,0,big,50,4,1,9.33163785934
10240,0,big,50,8,1,9.33734107018
10240,0,big,50,16,1,9.31913709641
10240,0,big,100,1,1,21.6513600349
10240,0,big,100,2,1,10.7808949947
10240,0,big,100,3,1,9.79918599129
10240,0,big,100,4,1,9.57180285454
10240,0,big,100,8,1,9.32103610039
10240,0,big,100,16,1,9.3124320507
10240,50,default,4,1,1,2849.04201412
10240,50,default,4,2,1,1287.45079803
10240,50,default,4,3,1,859.076009989
10240,50,default,4,4,1,644.822585106
10240,50,default,4,8,1,323.744771957
10240,50,default,4,16,1,163.114266872
10240,50,default,50,1,1,2779.78043389
10240,50,default,50,2,1,1289.12759089
10240,50,default,50,3,1,860.855844975
10240,50,default,50,4,1,645.660636902
10240,50,default,50,8,1,324.019840002
10240,50,default,50,16,1,163.344149113
10240,50,default,100,1,1,2776.75866199
10240,50,default,100,2,1,1289.02814603
10240,50,default,100,3,1,860.616694927
10240,50,default,100,4,1,646.094695091
10240,50,default,100,8,1,323.96944809
10240,50,default,100,16,1,163.554343939
10240,50,big,4,1,1,2717.49786901
10240,50,big,4,2,1,269.891303062
10240,50,big,4,3,1,180.966228962
10240,50,big,4,4,1,135.941101074
10240,50,big,4,8,1,68.8081958294
