MiB,delay,tcp_size,parallel_buffer,N,run,seconds
1024,0,big,4,16,1,1.05646491051
1024,0,big,4,16,2,1.05781793594
1024,0,big,4,16,3,1.04428195953
1024,0,big,50,1,1,2.19045305252
1024,0,big,50,1,2,2.25739312172
1024,0,big,50,1,3,2.19243979454
1024,0,big,50,2,1,1.27536416054
1024,0,big,50,2,2,1.24296188354
1024,0,big,50,2,3,1.26548314095
1024,0,big,50,3,1,1.10777711868
1024,0,big,50,3,2,1.16466403008
1024,0,big,50,3,3,1.1657948494
1024,0,big,50,4,1,1.12179684639
1024,0,big,50,4,2,1.10265612602
1024,0,big,50,4,3,1.13642215729
1024,0,big,50,8,1,1.10753798485
1024,0,big,50,8,2,1.08690810204
1024,0,big,50,8,3,1.0848338604
1024,0,big,50,16,1,1.11252307892
1024,0,big,50,16,2,1.11149597168
1024,0,big,50,16,3,1.10712504387
1024,0,big,100,1,1,2.17921686172
1024,0,big,100,1,2,2.18269610405
1024,0,big,100,1,3,2.2116189003
1024,0,big,100,2,1,1.24367403984
1024,0,big,100,2,2,1.23524594307
1024,0,big,100,2,3,1.25107622147
1024,0,big,100,3,1,1.11083006859
1024,0,big,100,3,2,1.16862297058
1024,0,big,100,3,3,1.21604394913
1024,0,big,100,4,1,1.15634989738
1024,0,big,100,4,2,1.10368704796
1024,0,big,100,4,3,1.11897802353
1024,0,big,100,8,1,1.10706305504
1024,0,big,100,8,2,1.08382105827
1024,0,big,100,8,3,1.10928797722
1024,0,big,100,16,1,1.11628389359
1024,0,big,100,16,2,1.12791419029
1024,0,big,100,16,3,1.0780980587
1024,50,default,4,1,1,29.0927770138
1024,50,default,4,1,2,29.1168699265
1024,50,default,4,1,3,41.5559430122
1024,50,default,4,2,1,10.9216120243
1024,50,default,4,2,2,10.5978329182
1024,50,default,4,2,3,10.5218520164
1024,50,default,4,3,1,7.56518602371
1024,50,default,4,3,2,7.73881006241
1024,50,default,4,3,3,7.69038105011
1024,50,default,4,4,1,6.57497692108
1024,50,default,4,4,2,6.16681408882
1024,50,default,4,4,3,6.17225790024
1024,50,default,4,8,1,3.94862222672
1024,50,default,4,8,2,3.89576292038
1024,50,default,4,8,3,4.25678706169
1024,50,default,4,16,1,3.1164419651
1024,50,default,4,16,2,3.12014913559
1024,50,default,4,16,3,3.12013578415
1024,50,default,50,1,1,20.2598750591
1024,50,default,50,1,2,20.1963539124
1024,50,default,50,1,3,20.1984298229
1024,50,default,50,2,1,10.9401569366
1024,50,default,50,2,2,10.7114598751
1024,50,default,50,2,3,10.7112181187
1024,50,default,50,3,1,8.25769114494
1024,50,default,50,3,2,7.70742487907
1024,50,default,50,3,3,7.67906498909
1024,50,default,50,4,1,6.26019406319
1024,50,default,50,4,2,6.26100802422
1024,50,default,50,4,3,6.24028992653
1024,50,default,50,8,1,3.9297170639
1024,50,default,50,8,2,3.92944192886
1024,50,default,50,8,3,3.8704419136
1024,50,default,50,16,1,3.12431788445
1024,50,default,50,16,2,3.11539101601
1024,50,default,50,16,3,3.08905005455
1024,50,default,100,1,1,20.0061199665
1024,50,default,100,1,2,19.8801529408
1024,50,default,100,1,3,20.0199651718
1024,50,default,100,2,1,11.7621700764
1024,50,default,100,2,2,10.9217760563
1024,50,default,100,2,3,10.7711341381
1024,50,default,100,3,1,8.54979395866
1024,50,default,100,3,2,7.62866997719
1024,50,default,100,3,3,7.65457510948
1024,50,default,100,4,1,6.20810890198
1024,50,default,100,4,2,6.18751096725
1024,50,default,100,4,3,6.6513979435
1024,50,default,100,8,1,3.93147492409
1024,50,default,100,8,2,3.91610598564
1024,50,default,100,8,3,3.92438697815
1024,50,default,100,16,1,3.19656682014
1024,50,default,100,16,2,3.10070586205
1024,50,default,100,16,3,3.11947607994
1024,50,big,4,1,1,28.7751369476
1024,50,big,4,1,2,28.877715826
1024,50,big,4,1,3,28.6892411709
1024,50,big,4,2,1,4.57421398163
1024,50,big,4,2,2,3.53369617462
1024,50,big,4,2,3,3.46661305428
1024,50,big,4,3,1,2.934278965
1024,50,big,4,3,2,2.88607215881
1024,50,big,4,3,3,3.19276404381
1024,50,big,4,4,1,2.70024085045
1024,50,big,4,4,2,2.95653319359
1024,50,big,4,4,3,3.40668296814
1024,50,big,4,8,1,11.2989771366
1024,50,big,4,8,2,9.27980017662
1024,50,big,4,8,3,14.5115039349
1024,50,big,4,16,1,16.0642261505
1024,50,big,4,16,2,18.1748700142
1024,50,big,4,16,3,16.4347889423
1024,50,big,50,1,1,5.51814198494
1024,50,big,50,1,2,5.12829303741
1024,50,big,50,1,3,5.06711697578
1024,50,big,50,2,1,3.13736915588
1024,50,big,50,2,2,3.10973381996
1024,50,big,50,2,3,3.17999815941
1024,50,big,50,3,1,2.73822999001
1024,50,big,50,3,2,2.64225292206
1024,50,big,50,3,3,2.64719510078
1024,50,big,50,4,1,3.00430893898
1024,50,big,50,4,2,3.40492296219
1024,50,big,50,4,3,2.82561779022
1024,50,big,50,8,1,8.45358991623
1024,50,big,50,8,2,9.54254388809
1024,50,big,50,8,3,8.61774086952
1024,50,big,50,16,1,15.9518837929
1024,50,big,50,16,2,15.9301040173
1024,50,big,50,16,3,16.218091011
1024,50,big,100,1,1,4.25263404846
1024,50,big,100,1,2,4.15665698051
1024,50,big,100,1,3,4.09832382202
1024,50,big,100,2,1,3.16852498055
1024,50,big,100,2,2,3.22294378281
1024,50,big,100,2,3,3.15371918678
1024,50,big,100,3,1,3.05123090744
1024,50,big,100,3,2,2.70318102837
1024,50,big,100,3,3,2.95274496078
1024,50,big,100,4,1,3.00368499756
1024,50,big,100,4,2,3.5708758831
1024,50,big,100,4,3,3.9418759346
1024,50,big,100,8,1,14.8009619713
1024,50,big,100,8,2,9.59944295883
1024,50,big,100,8,3,6.62426400185
1024,50,big,100,16,1,17.2010440826
1024,50,big,100,16,2,15.7741880417
1024,50,big,100,16,3,17.4745049477
1024,100,default,4,1,1,54.9368231297
1024,100,default,4,1,2,54.8694939613
1024,100,default,4,1,3,55.0447540283
1024,100,default,4,2,1,20.3947849274
1024,100,default,4,2,2,20.3729770184
1024,100,default,4,2,3,20.3768110275
1024,100,default,4,3,1,14.4542140961
1024,100,default,4,3,2,14.4621829987
1024,100,default,4,3,3,14.4621779919
1024,100,default,4,4,1,11.4971408844
1024,100,default,4,4,2,11.5148129463
1024,100,default,4,4,3,11.5086531639
1024,100,default,4,8,1,7.32461690903
1024,100,default,4,8,2,7.30952596664
1024,100,default,4,8,3,7.30113887787
1024,100,default,4,16,1,5.84680700302
1024,100,default,4,16,2,5.84374403954
1024,100,default,4,16,3,5.83845615387
1024,100,default,50,1,1,38.2916469574
1024,100,default,50,1,2,38.2784440517
1024,100,default,50,1,3,38.2337830067
1024,100,default,50,2,1,20.5735039711
1024,100,default,50,2,2,20.5726161003
1024,100,default,50,2,3,20.5730788708
1024,100,default,50,3,1,14.8593530655
1024,100,default,50,3,2,14.579941988
1024,100,default,50,3,3,14.6004910469
1024,100,default,50,4,1,11.6089770794
1024,100,default,50,4,2,11.5996470451
1024,100,default,50,4,3,11.6019470692
1024,100,default,50,8,1,7.35158395767
1024,100,default,50,8,2,7.34044218063
1024,100,default,50,8,3,7.34626507759
1024,100,default,50,16,1,20.5222189426
1024,100,default,50,16,2,18.3740110397
1024,100,default,50,16,3,5.85822987556
1024,100,default,100,1,1,38.0762059689
1024,100,default,100,1,2,38.0926501751
1024,100,default,100,1,3,38.1240549088
1024,100,default,100,2,1,20.5843060017
1024,100,default,100,2,2,20.6507668495
1024,100,default,100,2,3,20.5699779987
1024,100,default,100,3,1,14.5887041092
1024,100,default,100,3,2,14.5981500149
1024,100,default,100,3,3,14.5720579624
1024,100,default,100,4,1,11.6039071083
1024,100,default,100,4,2,11.5983109474
1024,100,default,100,4,3,11.6058518887
1024,100,default,100,8,1,7.35382080078
1024,100,default,100,8,2,7.31380009651
1024,100,default,100,8,3,7.36083507538
1024,100,default,100,16,1,20.284965992
1024,100,default,100,16,2,5.87111616135
1024,100,default,100,16,3,20.3873050213
1024,100,big,4,1,1,30.2019460201
1024,100,big,4,1,2,30.3030328751
1024,100,big,4,1,3,30.854763031
1024,100,big,4,2,1,5.33601713181
1024,100,big,4,2,2,5.29000806808
1024,100,big,4,2,3,5.28330588341
1024,100,big,4,3,1,5.17197489738
1024,100,big,4,3,2,5.10252714157
1024,100,big,4,3,3,5.19347500801
1024,100,big,4,4,1,6.95030999184
1024,100,big,4,4,2,6.98360109329
1024,100,big,4,4,3,7.80190110207
1024,100,big,4,8,1,19.1458199024
1024,100,big,4,8,2,19.3842670918
1024,100,big,4,8,3,20.2343668938
1024,100,big,4,16,1,20.3589160442
1024,100,big,4,16,2,21.8623049259
1024,100,big,4,16,3,20.6003918648
1024,100,big,50,1,1,7.7499101162
1024,100,big,50,1,2,7.98509407043
1024,100,big,50,1,3,7.97268199921
1024,100,big,50,2,1,5.51257896423
1024,100,big,50,2,2,5.48791313171
1024,100,big,50,2,3,5.54264092445
1024,100,big,50,3,1,5.67700219154
1024,100,big,50,3,2,5.3714029789
1024,100,big,50,3,3,5.33362698555
1024,100,big,50,4,1,5.16346001625
1024,100,big,50,4,2,5.55610990524
1024,100,big,50,4,3,6.37252306938
1024,100,big,50,8,1,11.2856740952
1024,100,big,50,8,2,8.34596681595
1024,100,big,50,8,3,21.7339060307
1024,100,big,50,16,1,20.528523922
1024,100,big,50,16,2,20.4571919441
1024,100,big,50,16,3,20.2993528843
1024,100,big,100,1,1,6.65506291389
1024,100,big,100,1,2,6.66921901703
1024,100,big,100,1,3,6.77562689781
1024,100,big,100,2,1,5.61595892906
1024,100,big,100,2,2,5.56009793282
1024,100,big,100,2,3,5.53543186188
1024,100,big,100,3,1,5.34351110458
1024,100,big,100,3,2,5.25603508949
1024,100,big,100,3,3,5.28766989708
1024,100,big,100,4,1,6.69307684898
1024,100,big,100,4,2,7.00451397896
1024,100,big,100,4,3,6.51974892616
1024,100,big,100,8,1,19.2355091572
1024,100,big,100,8,2,11.6208109856
1024,100,big,100,8,3,22.1555371284
1024,100,big,100,16,1,20.345979929
1024,100,big,100,16,2,21.0854489803
1024,100,big,100,16,3,20.2470388412
5120,0,default,4,1,1,9.52102994919
5120,0,default,4,1,2,8.60776114464
5120,0,default,4,1,3,8.28388905525
5120,0,default,4,2,1,4.77779817581
5120,0,default,4,2,2,4.81450200081
5120,0,default,4,2,3,4.7790157795
5120,0,default,4,3,1,4.73101782799
5120,0,default,4,3,2,4.73287606239
5120,0,default,4,3,3,4.73507094383
5120,0,default,4,4,1,4.73000907898
5120,0,default,4,4,2,4.70530295372
5120,0,default,4,4,3,4.71733784676
5120,0,default,4,8,1,4.71951389313
5120,0,default,4,8,2,4.72848391533
5120,0,default,4,8,3,4.70023202896
5120,0,default,4,16,1,4.72766304016
5120,0,default,4,16,2,4.72852802277
5120,0,default,4,16,3,4.72618508339
5120,0,default,50,1,1,9.53506302834
5120,0,default,50,1,2,9.33559679985
5120,0,default,50,1,3,9.29084610939
5120,0,default,50,2,1,5.11265802383
5120,0,default,50,2,2,5.320499897
5120,0,default,50,2,3,5.30648207664
5120,0,default,50,3,1,5.13030791283
5120,0,default,50,3,2,4.87709188461
5120,0,default,50,3,3,4.92548799515
5120,0,default,50,4,1,4.82629394531
5120,0,default,50,4,2,4.76430487633
5120,0,default,50,4,3,4.84758806229
5120,0,default,50,8,1,4.74534606934
5120,0,default,50,8,2,4.75611209869
5120,0,default,50,8,3,4.75918388367
5120,0,default,50,16,1,4.75015807152
5120,0,default,50,16,2,4.76592302322
5120,0,default,50,16,3,4.7718501091
5120,0,default,100,1,1,10.1571600437
5120,0,default,100,1,2,10.1771578789
5120,0,default,100,1,3,10.235407114
5120,0,default,100,2,1,5.50778102875
5120,0,default,100,2,2,5.45720601082
5120,0,default,100,2,3,5.44739508629
5120,0,default,100,3,1,4.90893602371
5120,0,default,100,3,2,4.92924785614
5120,0,default,100,3,3,4.88007807732
5120,0,default,100,4,1,4.835272789
5120,0,default,100,4,2,4.81921601295
5120,0,default,100,4,3,4.80261993408
5120,0,default,100,8,1,4.79845404625
5120,0,default,100,8,2,4.76240706444
5120,0,default,100,8,3,4.74586009979
5120,0,default,100,16,1,4.74351787567
5120,0,default,100,16,2,4.76976895332
5120,0,default,100,16,3,4.76879811287
5120,0,big,4,1,1,7.99317598343
5120,0,big,4,1,2,8.04616713524
5120,0,big,4,1,3,8.16312384605
5120,0,big,4,2,1,4.91853380203
5120,0,big,4,2,2,4.82672309875
5120,0,big,4,2,3,4.84827709198
5120,0,big,4,3,1,4.79875612259
5120,0,big,4,3,2,4.75476503372
5120,0,big,4,3,3,4.70229506493
5120,0,big,4,4,1,4.70826387405
5120,0,big,4,4,2,4.72563886642
5120,0,big,4,4,3,4.70475482941
5120,0,big,4,8,1,4.72721004486
5120,0,big,4,8,2,4.71737098694
5120,0,big,4,8,3,4.73420095444
5120,0,big,4,16,1,4.72758197784
5120,0,big,4,16,2,4.73009419441
5120,0,big,4,16,3,4.73740005493
5120,0,big,50,1,1,10.5389251709
5120,0,big,50,1,2,10.3970048428
5120,0,big,50,1,3,10.7288150787
5120,0,big,50,2,1,5.67037701607
5120,0,big,50,2,2,5.46722102165
5120,0,big,50,2,3,5.46041607857
5120,0,big,50,3,1,4.98102903366
5120,0,big,50,3,2,5.19778013229
5120,0,big,50,3,3,5.10605788231
5120,0,big,50,4,1,4.80434083939
5120,0,big,50,4,2,4.81495904922
5120,0,big,50,4,3,4.82590603828
5120,0,big,50,8,1,4.74519610405
5120,0,big,50,8,2,4.75262594223
5120,0,big,50,8,3,4.75563597679
5120,0,big,50,16,1,4.77984714508
5120,0,big,50,16,2,4.76507997513
5120,0,big,50,16,3,4.76203894615
5120,0,big,100,1,1,10.3861761093
5120,0,big,100,1,2,9.92607998848
5120,0,big,100,1,3,10.5287768841
5120,0,big,100,2,1,6.0239739418
5120,0,big,100,2,2,5.64584589005
5120,0,big,100,2,3,5.78787899017
5120,0,big,100,3,1,5.0597820282
5120,0,big,100,3,2,5.11665797234
5120,0,big,100,3,3,5.17782783508
5120,0,big,100,4,1,4.80468583107
5120,0,big,100,4,2,4.80725598335
5120,0,big,100,4,3,4.77926802635
5120,0,big,100,8,1,4.76881885529
5120,0,big,100,8,2,4.76796197891
5120,0,big,100,8,3,4.75216794014
5120,0,big,100,16,1,4.76858091354
5120,0,big,100,16,2,4.76746702194
5120,0,big,100,16,3,4.76682901382
5120,50,default,4,1,1,138.82578516
5120,50,default,4,1,2,138.923943043
5120,50,default,4,1,3,139.527190208
5120,50,default,4,2,1,48.1337668896
5120,50,default,4,2,2,47.893666029
5120,50,default,4,2,3,47.8576831818
5120,50,default,4,3,1,32.6559848785
5120,50,default,4,3,2,32.4150419235
5120,50,default,4,3,3,32.390007019
5120,50,default,4,4,1,24.5323059559
5120,50,default,4,4,2,24.5721461773
5120,50,default,4,4,3,24.5971031189
5120,50,default,4,8,1,12.9716207981
5120,50,default,4,8,2,12.9654650688
5120,50,default,4,8,3,12.9539999962
5120,50,default,4,16,1,7.6484079361
5120,50,default,4,16,2,7.68371510506
5120,50,default,4,16,3,7.63665699959
5120,50,default,50,1,1,96.3630850315
5120,50,default,50,1,2,96.4575948715
5120,50,default,50,1,3,96.6517469883
5120,50,default,50,2,1,48.8188569546
5120,50,default,50,2,2,48.7735311985
5120,50,default,50,2,3,48.8202588558
5120,50,default,50,3,1,33.261603117
5120,50,default,50,3,2,33.0488369465
5120,50,default,50,3,3,33.0133481026
5120,50,default,50,4,1,24.9627041817
5120,50,default,50,4,2,25.0535571575
5120,50,default,50,4,3,24.9296238422
5120,50,default,50,8,1,13.3300330639
5120,50,default,50,8,2,13.0999779701
5120,50,default,50,8,3,13.1004931927
5120,50,default,50,16,1,7.7588300705
5120,50,default,50,16,2,7.75978779793
5120,50,default,50,16,3,7.74973320961
5120,50,default,100,1,1,95.4583380222
5120,50,default,100,1,2,95.7609858513
5120,50,default,100,1,3,96.149821043
5120,50,default,100,2,1,49.059784174
5120,50,default,100,2,2,48.7963109016
5120,50,default,100,2,3,48.7767601013
5120,50,default,100,3,1,33.0487718582
5120,50,default,100,3,2,33.2914099693
5120,50,default,100,3,3,33.0526981354
5120,50,default,100,4,1,24.9158661366
5120,50,default,100,4,2,25.337430954
5120,50,default,100,4,3,25.043099165
5120,50,default,100,8,1,13.0994529724
5120,50,default,100,8,2,13.1178638935
5120,50,default,100,8,3,13.0759000778
5120,50,default,100,16,1,7.75866484642
5120,50,default,100,16,2,7.74433779716
5120,50,default,100,16,3,7.75783491135
5120,50,big,4,1,1,138.033437014
5120,50,big,4,1,2,137.969274998
5120,50,big,4,1,3,138.766315937
5120,50,big,4,2,1,11.1393740177
5120,50,big,4,2,2,10.12718606
5120,50,big,4,2,3,9.95424985886
5120,50,big,4,3,1,8.73986315727
5120,50,big,4,3,2,7.08823013306
5120,50,big,4,3,3,7.3304040432
5120,50,big,4,4,1,9.73770689964
5120,50,big,4,4,2,9.48879003525
5120,50,big,4,4,3,10.4266998768
5120,50,big,4,8,1,25.2459478378
5120,50,big,4,8,2,27.398198843
5120,50,big,4,8,3,27.4146289825
5120,50,big,4,16,1,23.7881190777
5120,50,big,4,16,2,23.455821991
5120,50,big,4,16,3,23.3505301476
5120,50,big,50,1,1,20.5982749462
5120,50,big,50,1,2,20.4140660763
5120,50,big,50,1,3,20.585641861
5120,50,big,50,2,1,10.9052648544
5120,50,big,50,2,2,10.4522051811
5120,50,big,50,2,3,11.3350470066
5120,50,big,50,3,1,7.37475013733
5120,50,big,50,3,2,7.30469489098
5120,50,big,50,3,3,7.8881611824
5120,50,big,50,4,1,11.0050630569
5120,50,big,50,4,2,10.3300409317
5120,50,big,50,4,3,11.0562419891
5120,50,big,50,8,1,27.6193761826
5120,50,big,50,8,2,28.0823960304
5120,50,big,50,8,3,27.6320750713
5120,50,big,50,16,1,27.961853981
5120,50,big,50,16,2,23.4691929817
5120,50,big,50,16,3,23.3717739582
5120,50,big,100,1,1,14.5617477894
5120,50,big,100,1,2,13.9997498989
5120,50,big,100,1,3,13.994314909
5120,50,big,100,2,1,10.5161659718
5120,50,big,100,2,2,10.0043921471
5120,50,big,100,2,3,9.75341796875
5120,50,big,100,3,1,9.52157998085
5120,50,big,100,3,2,8.72554016113
5120,50,big,100,3,3,10.0896639824
5120,50,big,100,4,1,11.1232368946
5120,50,big,100,4,2,13.5355579853
5120,50,big,100,4,3,13.4433431625
5120,50,big,100,8,1,27.465626955
5120,50,big,100,8,2,27.6681978703
5120,50,big,100,8,3,27.5427899361
5120,50,big,100,16,1,23.8444900513
5120,50,big,100,16,2,23.9259610176
5120,50,big,100,16,3,23.3013401031
5120,100,default,4,1,1,267.561146021
5120,100,default,4,1,2,267.826751947
5120,100,default,4,1,3,267.609273911
5120,100,default,4,2,1,93.854375124
5120,100,default,4,2,2,93.6107530594
5120,100,default,4,2,3,93.9140071869
5120,100,default,4,3,1,63.2197129726
5120,100,default,4,3,2,63.2364590168
5120,100,default,4,3,3,63.4576439857
5120,100,default,4,4,1,48.1032550335
5120,100,default,4,4,2,48.3556659222
5120,100,default,4,4,3,48.1304159164
5120,100,default,4,8,1,25.5614368916
5120,100,default,4,8,2,25.6116781235
5120,100,default,4,8,3,25.6005618572
5120,100,default,4,16,1,14.9136769772
5120,100,default,4,16,2,14.8856070042
5120,100,default,4,16,3,47.100413084
5120,100,default,50,1,1,184.294178963
5120,100,default,50,1,2,183.871367931
5120,100,default,50,1,3,183.982677937
5120,100,default,50,2,1,94.590047121
5120,100,default,50,2,2,94.7644500732
5120,100,default,50,2,3,94.5391130447
5120,100,default,50,3,1,63.9170041084
5120,100,default,50,3,2,63.9486000538
5120,100,default,50,3,3,63.9329209328
5120,100,default,50,4,1,48.7472579479
5120,100,default,50,4,2,48.5331449509
5120,100,default,50,4,3,48.5485990047
5120,100,default,50,8,1,25.7706451416
5120,100,default,50,8,2,25.7972760201
5120,100,default,50,8,3,25.7456002235
5120,100,default,50,16,1,14.956017971
5120,100,default,50,16,2,14.9646668434
5120,100,default,50,16,3,31.1527261734
5120,100,default,100,1,1,183.080947876
5120,100,default,100,1,2,183.126018047
5120,100,default,100,1,3,183.235867977
5120,100,default,100,2,1,94.5553429127
5120,100,default,100,2,2,94.531899929
5120,100,default,100,2,3,94.5067000389
5120,100,default,100,3,1,63.8616631031
5120,100,default,100,3,2,63.8605270386
5120,100,default,100,3,3,63.9857239723
5120,100,default,100,4,1,48.7692909241
5120,100,default,100,4,2,48.5029687881
5120,100,default,100,4,3,48.8494889736
5120,100,default,100,8,1,25.7236771584
5120,100,default,100,8,2,25.6978759766
5120,100,default,100,8,3,25.7351949215
5120,100,default,100,16,1,31.4144999981
5120,100,default,100,16,2,31.2225148678
5120,100,default,100,16,3,43.1508510113
5120,100,big,4,1,1,143.808042049
5120,100,big,4,1,2,142.501246929
5120,100,big,4,1,3,143.975449085
5120,100,big,4,2,1,17.8490190506
5120,100,big,4,2,2,17.6325640678
5120,100,big,4,2,3,17.3918719292
5120,100,big,4,3,1,16.6825017929
5120,100,big,4,3,2,13.4282670021
5120,100,big,4,3,3,19.3924498558
5120,100,big,4,4,1,16.852478981
5120,100,big,4,4,2,16.8650968075
5120,100,big,4,4,3,20.047991991
5120,100,big,4,8,1,33.9531810284
5120,100,big,4,8,2,32.2490549088
5120,100,big,4,8,3,33.2756040096
5120,100,big,4,16,1,40.0688729286
5120,100,big,4,16,2,28.4348328114
5120,100,big,4,16,3,29.0376570225
5120,100,big,50,1,1,30.9409589767
5120,100,big,50,1,2,30.9504430294
5120,100,big,50,1,3,30.7243700027
5120,100,big,50,2,1,18.6073470116
5120,100,big,50,2,2,17.8871507645
5120,100,big,50,2,3,18.4818131924
5120,100,big,50,3,1,17.3581159115
5120,100,big,50,3,2,17.4693319798
5120,100,big,50,3,3,17.5436661243
5120,100,big,50,4,1,17.0758390427
5120,100,big,50,4,2,23.3153867722
5120,100,big,50,4,3,26.6228899956
5120,100,big,50,8,1,34.0905120373
5120,100,big,50,8,2,36.3698980808
5120,100,big,50,8,3,34.4737348557
5120,100,big,50,16,1,28.9625020027
5120,100,big,50,16,2,29.2614591122
5120,100,big,50,16,3,29.531414032
5120,100,big,100,1,1,23.7759850025
5120,100,big,100,1,2,23.7556159496
5120,100,big,100,1,3,23.9972238541
5120,100,big,100,2,1,18.5564949512
5120,100,big,100,2,2,18.1774339676
5120,100,big,100,2,3,18.7185368538
5120,100,big,100,3,1,14.2190070152
5120,100,big,100,3,2,17.2242939472
5120,100,big,100,3,3,13.8759489059
5120,100,big,100,4,1,16.8693869114
5120,100,big,100,4,2,20.2158541679
5120,100,big,100,4,3,17.0547819138
5120,100,big,100,8,1,31.7032999992
5120,100,big,100,8,2,34.0465490818
5120,100,big,100,8,3,33.9869468212
5120,100,big,100,16,1,31.1058011055
5120,100,big,100,16,2,31.0542309284
5120,100,big,100,16,3,29.2980010509
10240,0,default,4,1,1,19.449119091
10240,0,default,4,1,2,16.8792481422
10240,0,default,4,1,3,15.6323990822
10240,0,default,4,2,1,9.32684898376
10240,0,default,4,2,2,9.63195991516
10240,0,default,4,2,3,9.4476108551
10240,0,default,4,3,1,9.2975051403
10240,0,default,4,3,2,9.30389809608
10240,0,default,4,3,3,9.30753803253
10240,0,default,4,4,1,9.30502891541
10240,0,default,4,4,2,9.29378390312
10240,0,default,4,4,3,9.30125713348
10240,0,default,4,8,1,9.29567289352
10240,0,default,4,8,2,9.54127192497
10240,0,default,4,8,3,9.29629802704
10240,0,default,4,16,1,9.29166603088
10240,0,default,4,16,2,9.29109191895
10240,0,default,4,16,3,9.29765415192
10240,0,default,50,1,1,18.3430719376
10240,0,default,50,1,2,18.44414711
10240,0,default,50,1,3,17.9233160019
10240,0,default,50,2,1,10.4910578728
10240,0,default,50,2,2,10.4632441998
10240,0,default,50,2,3,10.3960330486
10240,0,default,50,3,1,9.67882394791
10240,0,default,50,3,2,9.63654208183
10240,0,default,50,3,3,9.76205897331
10240,0,default,50,4,1,9.77949905396
10240,0,default,50,4,2,9.41897296906
10240,0,default,50,4,3,9.37799596786
10240,0,default,50,8,1,9.31316494942
10240,0,default,50,8,2,9.31820702553
10240,0,default,50,8,3,9.32267999649
10240,0,default,50,16,1,9.3280479908
10240,0,default,50,16,2,9.32675099373
10240,0,default,50,16,3,9.32045412064
10240,0,default,100,1,1,19.9854991436
10240,0,default,100,1,2,19.7391560078
10240,0,default,100,1,3,20.3908789158
10240,0,default,100,2,1,10.3644740582
10240,0,default,100,2,2,10.7028298378
10240,0,default,100,2,3,10.4669270515
10240,0,default,100,3,1,9.59594106674
10240,0,default,100,3,2,9.67307019234
10240,0,default,100,3,3,9.62203598022
10240,0,default,100,4,1,9.52520990372
10240,0,default,100,4,2,9.44436502457
10240,0,default,100,4,3,9.38998579979
10240,0,default,100,8,1,9.31943893433
10240,0,default,100,8,2,9.32149410248
10240,0,default,100,8,3,9.31533908844
